time,timeframe,symbol,open,high,low,close,tick_volume,spread
2018-04-18 04:00:00,H1,XAGUSD,16.75,16.756,16.714,16.721,268,
2018-04-18 05:00:00,H1,XAGUSD,16.726,16.738,16.721,16.727,217,
2018-04-18 06:00:00,H1,XAGUSD,16.727,16.74,16.722,16.737,104,
2018-04-18 07:00:00,H1,XAGUSD,16.736,16.745,16.724,16.735,103,
2018-04-18 08:00:00,H1,XAGUSD,16.73,16.736,16.72,16.736,250,
2018-04-18 09:00:00,H1,XAGUSD,16.735,16.816,16.731,16.794,714,
2018-04-18 10:00:00,H1,XAGUSD,16.794,16.835,16.755,16.831,460,
2018-04-18 11:00:00,H1,XAGUSD,16.832,16.841,16.801,16.807,462,
2018-04-18 12:00:00,H1,XAGUSD,16.807,16.851,16.792,16.828,479,
2018-04-18 13:00:00,H1,XAGUSD,16.831,16.936,16.828,16.918,608,
2018-04-18 14:00:00,H1,XAGUSD,16.918,16.983,16.918,16.982,567,
2018-04-18 15:00:00,H1,XAGUSD,16.979,17.134,16.969,17.089,870,
2018-04-18 16:00:00,H1,XAGUSD,17.094,17.178,17.042,17.125,1217,
2018-04-18 17:00:00,H1,XAGUSD,17.125,17.244,17.109,17.174,1108,
2018-04-18 18:00:00,H1,XAGUSD,17.179,17.22,17.165,17.206,546,
2018-04-18 19:00:00,H1,XAGUSD,17.211,17.252,17.175,17.234,507,
2018-04-18 20:00:00,H1,XAGUSD,17.236,17.241,17.18,17.208,588,
2018-04-18 21:00:00,H1,XAGUSD,17.207,17.215,17.179,17.179,237,
2018-04-18 22:00:00,H1,XAGUSD,17.18,17.184,17.146,17.169,525,
2018-04-18 23:00:00,H1,XAGUSD,17.169,17.182,17.164,17.164,82,
2018-04-19 01:00:00,H1,XAGUSD,17.164,17.225,17.153,17.205,147,
2018-04-19 02:00:00,H1,XAGUSD,17.205,17.212,17.184,17.188,153,
2018-04-19 03:00:00,H1,XAGUSD,17.193,17.199,17.153,17.162,209,
2018-04-19 04:00:00,H1,XAGUSD,17.167,17.177,17.117,17.127,507,
2018-04-19 05:00:00,H1,XAGUSD,17.128,17.216,17.123,17.216,331,
2018-04-19 06:00:00,H1,XAGUSD,17.217,17.237,17.208,17.212,300,
2018-04-19 07:00:00,H1,XAGUSD,17.208,17.234,17.207,17.217,96,
2018-04-19 08:00:00,H1,XAGUSD,17.214,17.237,17.212,17.229,207,
2018-04-19 09:00:00,H1,XAGUSD,17.226,17.261,17.212,17.256,574,
2018-04-19 10:00:00,H1,XAGUSD,17.255,17.304,17.228,17.252,701,
2018-04-19 11:00:00,H1,XAGUSD,17.249,17.267,17.21,17.235,769,
2018-04-19 12:00:00,H1,XAGUSD,17.23,17.236,17.134,17.201,604,
2018-04-19 13:00:00,H1,XAGUSD,17.199,17.214,17.143,17.19,843,
2018-04-19 14:00:00,H1,XAGUSD,17.19,17.275,17.178,17.254,619,
2018-04-19 15:00:00,H1,XAGUSD,17.256,17.341,17.154,17.295,1372,
2018-04-19 16:00:00,H1,XAGUSD,17.297,17.336,17.186,17.324,1884,
2018-04-19 17:00:00,H1,XAGUSD,17.324,17.344,17.253,17.278,867,
2018-04-19 18:00:00,H1,XAGUSD,17.273,17.283,17.089,17.181,1790,
2018-04-19 19:00:00,H1,XAGUSD,17.181,17.265,17.176,17.257,951,
2018-04-19 20:00:00,H1,XAGUSD,17.262,17.262,17.218,17.239,716,
2018-04-19 21:00:00,H1,XAGUSD,17.238,17.238,17.196,17.21,586,
2018-04-19 22:00:00,H1,XAGUSD,17.21,17.25,17.205,17.243,537,
2018-04-19 23:00:00,H1,XAGUSD,17.245,17.252,17.217,17.223,107,
2018-04-20 01:00:00,H1,XAGUSD,17.198,17.241,17.193,17.231,170,
2018-04-20 02:00:00,H1,XAGUSD,17.23,17.241,17.219,17.222,105,
2018-04-20 03:00:00,H1,XAGUSD,17.22,17.224,17.191,17.22,311,
2018-04-20 04:00:00,H1,XAGUSD,17.225,17.244,17.152,17.171,428,
2018-04-20 05:00:00,H1,XAGUSD,17.171,17.198,17.164,17.168,187,
2018-04-20 06:00:00,H1,XAGUSD,17.169,17.175,17.159,17.175,88,
