time,timeframe,symbol,open,high,low,close,tick_volume,spread
2021-09-16 02:00:00+00:00,H1,XAUUSD,1794.23,1795.28,1793.33,1795.08,1881,16
2021-09-16 03:00:00+00:00,H1,XAUUSD,1795.0,1795.41,1793.57,1794.87,4156,11
2021-09-16 04:00:00+00:00,H1,XAUUSD,1794.88,1796.03,1792.39,1795.69,7674,11
2021-09-16 05:00:00+00:00,H1,XAUUSD,1795.69,1796.13,1794.11,1794.11,5275,11
2021-09-16 06:00:00+00:00,H1,XAUUSD,1794.11,1794.27,1790.93,1791.29,4217,11
2021-09-16 07:00:00+00:00,H1,XAUUSD,1791.28,1791.82,1788.18,1790.97,3143,11
2021-09-16 08:00:00+00:00,H1,XAUUSD,1790.96,1792.21,1785.77,1786.74,7529,11
2021-09-16 09:00:00+00:00,H1,XAUUSD,1786.68,1787.22,1783.93,1785.69,8838,11
2021-09-16 10:00:00+00:00,H1,XAUUSD,1785.69,1786.75,1782.72,1785.9,7593,11
2021-09-16 11:00:00+00:00,H1,XAUUSD,1785.93,1786.5,1784.01,1784.67,5265,11
2021-09-16 12:00:00+00:00,H1,XAUUSD,1784.64,1784.66,1777.21,1777.9,7384,11
2021-09-16 13:00:00+00:00,H1,XAUUSD,1777.84,1780.37,1774.68,1779.48,6450,11
2021-09-16 14:00:00+00:00,H1,XAUUSD,1779.46,1779.63,1771.08,1771.22,8973,11
2021-09-16 15:00:00+00:00,H1,XAUUSD,1771.2,1773.26,1760.38,1762.63,18332,11
2021-09-16 16:00:00+00:00,H1,XAUUSD,1762.66,1762.91,1745.22,1753.01,19310,11
2021-09-16 17:00:00+00:00,H1,XAUUSD,1753.03,1756.31,1748.72,1753.89,17533,11
2021-09-16 18:00:00+00:00,H1,XAUUSD,1753.89,1758.44,1752.56,1754.73,9020,11
2021-09-16 19:00:00+00:00,H1,XAUUSD,1754.74,1755.33,1753.03,1754.78,5590,11
2021-09-16 20:00:00+00:00,H1,XAUUSD,1754.79,1757.12,1754.06,1756.15,5736,11
2021-09-16 21:00:00+00:00,H1,XAUUSD,1756.15,1756.73,1753.42,1754.04,3048,11
2021-09-16 22:00:00+00:00,H1,XAUUSD,1754.05,1755.57,1753.59,1754.34,4239,11
2021-09-16 23:00:00+00:00,H1,XAUUSD,1754.32,1754.7,1751.47,1753.07,1797,11
2021-09-17 01:00:00+00:00,H1,XAUUSD,1753.67,1753.89,1752.45,1753.68,1562,13
2021-09-17 02:00:00+00:00,H1,XAUUSD,1753.68,1754.64,1753.44,1753.8,1557,12
2021-09-17 03:00:00+00:00,H1,XAUUSD,1753.82,1756.36,1753.75,1756.35,2227,11
2021-09-17 04:00:00+00:00,H1,XAUUSD,1756.33,1758.04,1754.66,1754.97,9230,11
2021-09-17 05:00:00+00:00,H1,XAUUSD,1754.98,1758.09,1754.85,1758.08,4223,11
2021-09-17 06:00:00+00:00,H1,XAUUSD,1758.03,1759.44,1757.54,1757.95,2183,11
2021-09-17 07:00:00+00:00,H1,XAUUSD,1757.91,1760.46,1757.76,1760.39,1533,11
2021-09-17 08:00:00+00:00,H1,XAUUSD,1760.4,1762.79,1759.83,1762.71,4508,11
2021-09-17 09:00:00+00:00,H1,XAUUSD,1762.69,1765.36,1761.54,1763.18,6670,11
2021-09-17 10:00:00+00:00,H1,XAUUSD,1763.15,1764.24,1760.03,1761.41,6202,11
2021-09-17 11:00:00+00:00,H1,XAUUSD,1761.41,1766.11,1761.12,1765.86,7707,11
2021-09-17 12:00:00+00:00,H1,XAUUSD,1765.86,1767.42,1764.62,1766.06,5033,11
2021-09-17 13:00:00+00:00,H1,XAUUSD,1766.05,1767.02,1761.55,1761.68,4648,11
2021-09-17 14:00:00+00:00,H1,XAUUSD,1761.65,1761.81,1758.17,1759.89,7453,11
2021-09-17 15:00:00+00:00,H1,XAUUSD,1759.86,1763.52,1752.65,1752.98,11984,11
2021-09-17 16:00:00+00:00,H1,XAUUSD,1752.96,1755.65,1748.47,1749.91,18564,11
2021-09-17 17:00:00+00:00,H1,XAUUSD,1749.89,1756.95,1746.56,1751.43,18488,11
2021-09-17 18:00:00+00:00,H1,XAUUSD,1751.44,1755.41,1750.52,1752.67,7676,11
2021-09-17 19:00:00+00:00,H1,XAUUSD,1752.65,1754.39,1750.85,1751.45,4203,11
2021-09-17 20:00:00+00:00,H1,XAUUSD,1751.45,1752.69,1750.26,1750.67,3754,11
2021-09-17 21:00:00+00:00,H1,XAUUSD,1750.67,1753.52,1749.99,1752.91,3896,11
2021-09-17 22:00:00+00:00,H1,XAUUSD,1752.85,1754.21,1751.09,1751.49,3446,11
2021-09-17 23:00:00+00:00,H1,XAUUSD,1751.49,1754.17,1751.4,1754.02,1284,11
2021-09-20 01:00:00+00:00,H1,XAUUSD,1754.02,1755.18,1751.05,1754.02,3206,12
2021-09-20 02:00:00+00:00,H1,XAUUSD,1754.01,1755.11,1752.15,1754.08,2121,12
2021-09-20 03:00:00+00:00,H1,XAUUSD,1754.01,1754.54,1752.07,1752.46,2422,15
2021-09-20 04:00:00+00:00,H1,XAUUSD,1752.48,1752.91,1750.31,1750.4,3141,12
2021-09-20 05:00:00+00:00,H1,XAUUSD,1750.31,1750.31,1741.95,1748.72,6401,12
2021-09-20 06:00:00+00:00,H1,XAUUSD,1748.67,1749.77,1746.01,1746.19,3197,12
2021-09-20 07:00:00+00:00,H1,XAUUSD,1746.19,1749.35,1744.9,1748.5,4216,12
2021-09-20 08:00:00+00:00,H1,XAUUSD,1748.5,1751.98,1747.64,1750.59,3211,12
2021-09-20 09:00:00+00:00,H1,XAUUSD,1750.55,1753.81,1749.19,1753.15,3880,12
2021-09-20 10:00:00+00:00,H1,XAUUSD,1753.16,1754.79,1750.85,1754.22,6763,12
2021-09-20 11:00:00+00:00,H1,XAUUSD,1754.2,1757.5,1753.07,1757.46,5906,12
2021-09-20 12:00:00+00:00,H1,XAUUSD,1757.47,1759.47,1756.2,1758.91,4767,12
2021-09-20 13:00:00+00:00,H1,XAUUSD,1758.88,1760.15,1757.02,1757.02,3438,12
2021-09-20 14:00:00+00:00,H1,XAUUSD,1756.92,1758.33,1754.1,1755.71,4832,12
2021-09-20 15:00:00+00:00,H1,XAUUSD,1755.64,1761.18,1754.97,1759.94,10591,12
2021-09-20 16:00:00+00:00,H1,XAUUSD,1759.97,1760.34,1754.45,1758.36,12321,12
2021-09-20 17:00:00+00:00,H1,XAUUSD,1758.37,1766.95,1756.19,1765.07,12380,12
2021-09-20 18:00:00+00:00,H1,XAUUSD,1765.07,1766.92,1760.84,1761.92,5204,12
2021-09-20 19:00:00+00:00,H1,XAUUSD,1761.94,1762.57,1759.11,1761.54,4333,12
2021-09-20 20:00:00+00:00,H1,XAUUSD,1761.54,1764.13,1761.33,1762.78,3329,12
2021-09-20 21:00:00+00:00,H1,XAUUSD,1762.78,1763.05,1760.83,1761.71,2680,12
2021-09-20 22:00:00+00:00,H1,XAUUSD,1761.71,1764.91,1761.42,1763.75,3399,12
2021-09-20 23:00:00+00:00,H1,XAUUSD,1763.75,1765.49,1763.49,1764.3,714,15
2021-09-21 01:00:00+00:00,H1,XAUUSD,1764.52,1764.94,1763.87,1763.98,900,14
2021-09-21 02:00:00+00:00,H1,XAUUSD,1763.97,1765.37,1763.9,1764.89,1168,12
2021-09-21 03:00:00+00:00,H1,XAUUSD,1764.87,1765.51,1762.43,1763.29,3064,12
2021-09-21 04:00:00+00:00,H1,XAUUSD,1763.29,1765.76,1762.95,1765.56,6943,12
2021-09-21 05:00:00+00:00,H1,XAUUSD,1765.58,1766.01,1762.27,1762.73,1931,12
2021-09-21 06:00:00+00:00,H1,XAUUSD,1762.73,1763.33,1761.59,1761.81,3783,12
2021-09-21 07:00:00+00:00,H1,XAUUSD,1761.81,1762.57,1760.69,1761.23,1710,13
2021-09-21 08:00:00+00:00,H1,XAUUSD,1761.23,1763.2,1760.97,1762.61,2884,13
2021-09-21 09:00:00+00:00,H1,XAUUSD,1762.61,1763.71,1760.36,1760.58,4207,12
2021-09-21 10:00:00+00:00,H1,XAUUSD,1760.58,1762.28,1757.05,1760.59,7532,12
2021-09-21 11:00:00+00:00,H1,XAUUSD,1760.67,1765.49,1759.2,1764.32,7188,12
2021-09-21 12:00:00+00:00,H1,XAUUSD,1764.29,1767.05,1763.76,1766.39,4568,12
